OrderID,OrderDate,Revenue,Profit
1069,8/1/2020,937,231
1070,8/1/2020,612,120
1071,8/2/2020,744,64
1072,8/2/2020,332,101
1073,8/2/2020,623,36
1074,8/2/2020,445,92
1075,8/2/2020,145,33
1076,8/3/2020,645,176
1077,8/3/2020,177,242
1078,8/3/2020,829,151
1079,8/3/2020,912,357
1080,8/3/2020,172,395
1081,8/4/2020,893,395
1082,8/4/2020,348,66
1083,8/4/2020,146,126
1084,8/4/2020,220,127
1085,8/4/2020,313,284
1086,8/5/2020,338,224
1087,8/5/2020,155,98
1088,8/5/2020,449,174
1089,8/5/2020,206,290
1090,8/5/2020,930,266
1091,8/6/2020,147,38
1092,8/6/2020,672,365
1093,8/6/2020,436,45
1094,8/6/2020,125,236
1095,8/6/2020,903,173
1096,8/7/2020,356,173
1097,8/7/2020,107,193
1098,8/7/2020,724,111
1099,8/7/2020,966,357
1100,8/7/2020,352,200
1101,8/8/2020,791,150
1102,8/8/2020,818,317
1103,8/8/2020,402,294
1104,8/8/2020,738,292
1105,8/8/2020,155,95
1106,8/9/2020,825,196
1107,8/9/2020,625,203
1108,8/9/2020,573,338
1109,8/9/2020,127,150
1110,8/9/2020,177,382
1111,8/10/2020,315,68
1112,8/10/2020,485,74
1113,8/10/2020,464,173
1114,8/10/2020,765,374
1115,8/10/2020,625,219
1116,8/11/2020,798,327
1117,8/11/2020,411,375
1118,8/11/2020,982,392
1119,8/11/2020,106,137
1120,8/11/2020,102,282
1121,8/12/2020,722,65
1122,8/12/2020,849,321
1123,8/12/2020,462,375
1124,8/12/2020,850,208
1125,8/12/2020,607,329
1126,8/13/2020,373,337
1127,8/13/2020,605,148
1128,8/13/2020,905,68
1129,8/13/2020,838,44
1130,8/13/2020,982,285
1131,8/14/2020,114,137
1132,8/14/2020,291,163
1133,8/14/2020,730,219
1134,8/14/2020,584,176
1135,8/14/2020,127,367
1136,8/15/2020,813,153
1137,8/15/2020,138,167
1138,8/15/2020,372,355
1139,8/15/2020,330,90
1140,8/15/2020,185,252
1141,8/16/2020,573,353
1142,8/16/2020,225,318
1143,8/16/2020,911,173
1144,8/16/2020,636,109
1145,8/16/2020,244,353
1146,8/17/2020,624,218
1147,8/17/2020,311,180
1148,8/17/2020,124,45
1149,8/17/2020,679,140
1150,8/17/2020,493,320
1151,8/18/2020,166,231
1152,8/18/2020,332,82
1153,8/18/2020,208,87
1154,8/18/2020,245,272
1155,8/18/2020,210,21
1156,8/19/2020,327,127
1157,8/19/2020,210,305
1158,8/19/2020,569,68
1159,8/19/2020,133,159
1160,8/19/2020,722,237
1161,8/20/2020,875,63
1162,8/20/2020,468,288
1163,8/20/2020,847,97
1164,8/20/2020,694,235
1165,8/20/2020,653,117
1166,8/21/2020,524,255
1167,8/21/2020,712,301
1168,8/21/2020,617,168
1169,8/21/2020,791,323
1170,8/21/2020,381,85
1171,8/22/2020,419,253
1172,8/22/2020,837,106
1173,8/22/2020,542,98
1174,8/22/2020,414,224
1175,8/22/2020,976,298
1176,8/23/2020,840,356
1177,8/23/2020,476,273
1178,8/23/2020,388,323
1179,8/23/2020,536,399
1180,8/23/2020,761,149
1181,8/24/2020,376,103
1182,8/24/2020,809,295
1183,8/24/2020,681,206
1184,8/24/2020,602,65
1185,8/24/2020,723,202
1186,8/25/2020,615,287
1187,8/25/2020,449,315
1188,8/25/2020,942,341
1189,8/25/2020,545,119
1190,8/25/2020,929,97
1191,8/26/2020,449,291
1192,8/26/2020,706,358
1193,8/26/2020,763,181
1194,8/26/2020,922,63
1195,8/26/2020,236,257
1196,8/27/2020,858,153
1197,8/27/2020,998,211
1198,8/27/2020,342,375
1199,8/27/2020,642,297
1200,8/27/2020,139,37
1201,8/28/2020,328,31
1202,8/28/2020,647,199
1203,8/28/2020,322,142
1204,8/28/2020,105,265
1205,8/28/2020,421,241
1206,8/29/2020,567,392
1207,8/29/2020,831,70
1208,8/29/2020,174,90
1209,8/29/2020,103,67
1210,8/29/2020,946,38
1211,8/30/2020,745,281
1212,8/30/2020,217,103
1213,8/30/2020,980,174
1214,8/30/2020,705,72
1215,8/30/2020,603,126
1216,8/31/2020,673,376
1217,8/31/2020,540,323
1218,8/31/2020,293,154
1219,8/31/2020,946,88
1220,8/31/2020,814,30
1221,9/1/2020,491,162
1222,9/1/2020,125,211
1223,9/1/2020,534,397
1224,9/1/2020,272,88
1225,9/1/2020,399,42
1226,9/2/2020,744,200
1227,9/2/2020,425,312
1228,9/2/2020,509,28
1229,9/2/2020,217,290
1230,9/2/2020,935,112
1231,9/3/2020,886,36
1232,9/3/2020,823,173
1233,9/3/2020,324,347
1234,9/3/2020,631,168
1235,9/3/2020,212,396
1236,9/4/2020,239,286
1237,9/4/2020,658,347
1238,9/4/2020,100,125
1239,9/4/2020,189,54
1240,9/4/2020,753,138
1241,9/5/2020,419,33
1242,9/5/2020,649,33
1243,9/5/2020,904,285
1244,9/5/2020,993,159
1245,9/5/2020,238,313
1246,9/6/2020,610,383
1247,9/6/2020,967,138
1248,9/6/2020,944,257
1249,9/6/2020,358,53
1250,9/6/2020,772,188
1251,9/7/2020,789,29
1252,9/7/2020,109,141
1253,9/7/2020,360,164
1254,9/7/2020,749,242
1255,9/7/2020,271,390
1256,9/8/2020,997,276
1257,9/8/2020,112,287
1258,9/8/2020,267,378
1259,9/8/2020,741,23
1260,9/8/2020,695,373
1261,9/9/2020,420,125
1262,9/9/2020,418,104
1263,9/9/2020,712,233
1264,9/9/2020,428,140
1265,9/9/2020,884,151
1266,9/10/2020,876,357
1267,9/10/2020,649,216
1268,9/10/2020,518,38
1269,9/10/2020,705,149
1270,9/10/2020,194,31
1271,9/11/2020,916,100
1272,9/11/2020,680,349
1273,9/11/2020,417,373
1274,9/11/2020,335,281
1275,9/11/2020,433,144
1276,9/12/2020,984,326
1277,9/12/2020,475,286
1278,9/12/2020,558,159
1279,9/12/2020,236,348
1280,9/12/2020,687,21
1281,9/13/2020,646,27
1282,9/13/2020,612,269
1283,9/13/2020,395,158
1284,9/13/2020,419,143
1285,9/13/2020,671,328
1286,9/14/2020,931,247
1287,9/14/2020,448,29
1288,9/14/2020,939,231
1289,9/14/2020,878,131
1290,9/14/2020,972,27
1291,9/15/2020,328,311
1292,9/15/2020,369,381
1293,9/15/2020,927,272
1294,9/15/2020,897,33
1295,9/15/2020,390,259
1296,9/16/2020,824,261
1297,9/16/2020,264,361
1298,9/16/2020,104,168
1299,9/16/2020,950,255
1300,9/16/2020,478,325
1301,9/17/2020,177,186
1302,9/17/2020,509,39
1303,9/17/2020,673,235
1304,9/17/2020,231,362
1305,9/17/2020,700,154
1306,9/18/2020,848,148
1307,9/18/2020,141,313
1308,9/18/2020,188,265
1309,9/18/2020,501,208
1310,9/18/2020,395,63
1311,9/19/2020,939,105
1312,9/19/2020,394,63
1313,9/19/2020,715,349
1314,9/19/2020,625,394
1315,9/19/2020,899,397
1316,9/20/2020,790,164
1317,9/20/2020,736,70
1318,9/20/2020,521,261
1319,9/20/2020,964,313
1320,9/20/2020,122,70
1321,9/21/2020,674,285
1322,9/21/2020,242,139
1323,9/21/2020,764,219
1324,9/21/2020,244,267
1325,9/21/2020,324,89
1326,9/22/2020,602,360
1327,9/22/2020,920,76
1328,9/22/2020,715,58
1329,9/22/2020,203,308
1330,9/22/2020,138,37
1331,9/23/2020,297,239
1332,9/23/2020,745,332
1333,9/23/2020,678,263
1334,9/23/2020,490,371
1335,9/23/2020,278,323
1336,9/24/2020,653,317
1337,9/24/2020,547,302
1338,9/24/2020,599,93
1339,9/24/2020,114,129
1340,9/24/2020,722,199
1341,9/25/2020,768,51
1342,9/25/2020,388,253
1343,9/25/2020,577,301
1344,9/25/2020,330,44
1345,9/25/2020,519,350
1346,9/26/2020,256,298
1347,9/26/2020,649,245
1348,9/26/2020,540,76
1349,9/26/2020,196,199
1350,9/26/2020,510,251
1351,9/27/2020,388,362
1352,9/27/2020,353,306
1353,9/27/2020,295,83
1354,9/27/2020,697,251
1355,9/27/2020,933,308
1356,9/28/2020,621,232
1357,9/28/2020,616,277
1358,9/28/2020,734,37
1359,9/28/2020,941,194
1360,9/28/2020,964,248
1361,9/29/2020,217,245
1362,9/29/2020,905,103
1363,9/29/2020,258,310
1364,9/29/2020,914,389
1365,9/29/2020,327,265
1366,9/30/2020,976,129
1367,9/30/2020,315,273
1368,9/30/2020,795,107
1369,9/30/2020,114,91
1370,9/30/2020,256,49
1371,10/1/2020,747,191
1372,10/1/2020,360,328
1373,10/1/2020,256,362
1374,10/1/2020,146,196
1375,10/1/2020,423,158
1376,10/2/2020,943,213
1377,10/2/2020,784,205
1378,10/2/2020,229,237
1379,10/2/2020,510,183
1380,10/2/2020,194,180
1381,10/3/2020,726,32
1382,10/3/2020,854,315
1383,10/3/2020,391,108
1384,10/3/2020,893,343
1385,10/3/2020,910,61
1386,10/4/2020,382,229
1387,10/4/2020,168,248
1388,10/4/2020,759,369
1389,10/4/2020,110,294
1390,10/4/2020,353,298
1391,10/5/2020,941,270
1392,10/5/2020,971,329
1393,10/5/2020,649,227
1394,10/5/2020,233,340
1395,10/5/2020,811,159
1396,10/6/2020,122,299
1397,10/6/2020,914,53
1398,10/6/2020,445,328
1399,10/6/2020,401,37
1400,10/6/2020,462,76
1401,10/7/2020,495,131
1402,10/7/2020,317,24
1403,10/7/2020,240,201
1404,10/7/2020,715,32
1405,10/7/2020,309,358
1406,10/8/2020,722,304
1407,10/8/2020,715,278
1408,10/8/2020,927,109
1409,10/8/2020,782,123
1410,10/8/2020,559,398
1411,10/9/2020,455,205
1412,10/9/2020,423,269
1413,10/9/2020,232,274
1414,10/9/2020,987,95
1415,10/9/2020,904,127
1416,10/10/2020,939,175
1417,10/10/2020,226,101
1418,10/10/2020,205,96
1419,10/10/2020,703,277
1420,10/10/2020,898,146
1421,10/11/2020,477,301
1422,10/11/2020,150,107
1423,10/11/2020,128,223
1424,10/11/2020,561,35
1425,10/11/2020,395,170
1426,10/12/2020,396,273
1427,10/12/2020,825,207
1428,10/12/2020,878,348
1429,10/12/2020,506,51
1430,10/12/2020,868,290
1431,10/13/2020,913,24
1432,10/13/2020,712,349
1433,10/13/2020,504,327
1434,10/13/2020,445,352
1435,10/13/2020,721,188
1436,10/14/2020,519,200
1437,10/14/2020,281,385
1438,10/14/2020,924,197
1439,10/14/2020,100,162
1440,10/14/2020,930,381
1441,10/15/2020,666,267
1442,10/15/2020,470,146
1443,10/15/2020,760,282
1444,10/15/2020,530,59
1445,10/15/2020,408,374
1446,10/16/2020,236,274
1447,10/16/2020,301,162
1448,10/16/2020,535,259
1449,10/16/2020,412,247
1450,10/16/2020,216,360
1451,10/17/2020,765,217
1452,10/17/2020,902,84
1453,10/17/2020,674,30
1454,10/17/2020,343,127
1455,10/17/2020,636,45
1456,10/18/2020,701,170
1457,10/18/2020,174,240
1458,10/18/2020,905,360
1459,10/18/2020,485,256
1460,10/18/2020,309,256
1461,10/19/2020,574,238
1462,10/19/2020,517,170
1463,10/19/2020,446,142
1464,10/19/2020,628,163
1465,10/19/2020,739,208
1466,10/20/2020,975,274
1467,10/20/2020,862,87
1468,10/20/2020,278,123
1469,10/20/2020,281,355
1470,10/20/2020,763,178
1471,10/21/2020,124,328
1472,10/21/2020,279,381
1473,10/21/2020,809,319
1474,10/21/2020,600,109
1475,10/21/2020,955,376
1476,10/22/2020,260,275
1477,10/22/2020,276,372
1478,10/22/2020,384,239
1479,10/22/2020,162,28
1480,10/22/2020,761,31
1481,10/23/2020,765,344
1482,10/23/2020,255,263
1483,10/23/2020,981,201
1484,10/23/2020,568,303
1485,10/23/2020,148,331
1486,10/24/2020,948,118
1487,10/24/2020,183,216
1488,10/24/2020,460,385
1489,10/24/2020,788,245
1490,10/24/2020,247,352
1491,10/25/2020,729,122
1492,10/25/2020,441,125
1493,10/25/2020,575,384
1494,10/25/2020,162,387
1495,10/25/2020,800,77
1496,10/26/2020,459,97
1497,10/26/2020,660,94
1498,10/26/2020,426,61
1499,10/26/2020,868,343
1500,10/26/2020,835,200
1501,10/27/2020,240,52
1502,10/27/2020,314,90
1503,10/27/2020,534,75
1504,10/27/2020,990,124
1505,10/27/2020,822,219
1506,10/28/2020,417,120
1507,10/28/2020,131,275
1508,10/28/2020,769,326
1509,10/28/2020,384,93
1510,10/28/2020,404,190
1511,10/29/2020,528,396
1512,10/29/2020,576,162
1513,10/29/2020,385,185
1514,10/29/2020,243,280
1515,10/29/2020,523,240
1516,10/30/2020,118,102
1517,10/30/2020,117,201
1518,10/30/2020,868,326
1519,10/30/2020,689,29
1520,10/30/2020,470,23
1521,10/31/2020,274,370
1522,10/31/2020,293,355
1523,10/31/2020,601,311
1524,10/31/2020,212,300
1525,10/31/2020,213,234
1526,11/1/2020,321,117
1527,11/1/2020,777,120
1528,11/1/2020,930,28
1529,11/1/2020,743,80
1530,11/1/2020,996,328
1531,11/2/2020,363,165
1532,11/2/2020,154,82
1533,11/2/2020,970,140
1534,11/2/2020,742,245
1535,11/2/2020,899,124
1536,11/3/2020,877,279
1537,11/3/2020,557,368
1538,11/3/2020,977,274
1539,11/3/2020,261,226
1540,11/3/2020,479,47
1541,11/4/2020,186,189
1542,11/4/2020,154,355
1543,11/4/2020,575,95
1544,11/4/2020,899,135
1545,11/4/2020,277,88
1546,11/5/2020,490,373
1547,11/5/2020,448,253
1548,11/5/2020,107,20
1549,11/5/2020,932,186
1550,11/5/2020,412,371
1551,11/6/2020,858,237
1552,11/6/2020,934,292
1553,11/6/2020,542,387
1554,11/6/2020,866,270
1555,11/6/2020,427,366
1556,11/7/2020,153,363
1557,11/7/2020,860,193
1558,11/7/2020,338,189
1559,11/7/2020,328,265
1560,11/7/2020,678,109
1561,11/8/2020,150,68
1562,11/8/2020,708,313
1563,11/8/2020,703,169
1564,11/8/2020,363,151
1565,11/8/2020,517,78
1566,11/9/2020,902,343
1567,11/9/2020,195,218
1568,11/9/2020,187,234
1569,11/9/2020,177,68
1570,11/9/2020,387,251
1571,11/10/2020,219,266
1572,11/10/2020,913,258
1573,11/10/2020,590,386
1574,11/10/2020,551,187
1575,11/10/2020,599,67
1576,11/11/2020,264,70
1577,11/11/2020,281,318
1578,11/11/2020,568,117
1579,11/11/2020,834,235
1580,11/11/2020,922,196
1581,11/12/2020,106,399
1582,11/12/2020,429,99
1583,11/12/2020,874,204
1584,11/12/2020,772,386
1585,11/12/2020,250,46
1586,11/13/2020,184,214
1587,11/13/2020,246,233
1588,11/13/2020,723,388
1589,11/13/2020,480,361
1590,11/13/2020,647,133
1591,11/14/2020,384,261
1592,11/14/2020,799,143
1593,11/14/2020,181,324
1594,11/14/2020,613,95
1595,11/14/2020,996,330
1596,11/15/2020,914,331
1597,11/15/2020,808,215
1598,11/15/2020,622,370
1599,11/15/2020,845,63
1600,11/15/2020,485,205
1601,11/16/2020,806,362
1602,11/16/2020,570,265
1603,11/16/2020,218,103
1604,11/16/2020,495,226
1605,11/16/2020,631,170
1606,11/17/2020,360,175
1607,11/17/2020,904,35
1608,11/17/2020,355,184
1609,11/17/2020,833,164
1610,11/17/2020,325,56
1611,11/18/2020,152,352
1612,11/18/2020,966,64
1613,11/18/2020,599,225
1614,11/18/2020,605,81
1615,11/18/2020,953,375
1616,11/19/2020,463,327
1617,11/19/2020,379,38
1618,11/19/2020,692,384
1619,11/19/2020,813,319
1620,11/19/2020,257,26
1621,11/20/2020,731,268
1622,11/20/2020,158,136
1623,11/20/2020,826,87
1624,11/20/2020,227,53
1625,11/20/2020,835,213
1626,11/21/2020,820,344
1627,11/21/2020,981,74
1628,11/21/2020,214,285
1629,11/21/2020,308,61
1630,11/21/2020,625,316
1631,11/22/2020,620,250
1632,11/22/2020,651,397
1633,11/22/2020,336,29
1634,11/22/2020,380,377
1635,11/22/2020,458,147
1636,11/23/2020,300,198
1637,11/23/2020,857,212
1638,11/23/2020,377,111
1639,11/23/2020,334,388
1640,11/23/2020,593,250
1641,11/24/2020,103,97
1642,11/24/2020,765,104
1643,11/24/2020,541,49
1644,11/24/2020,128,232
1645,11/24/2020,208,68
1646,11/25/2020,709,284
1647,11/25/2020,826,164
1648,11/25/2020,904,88
1649,11/25/2020,174,77
1650,11/25/2020,937,204
1651,11/26/2020,245,81
1652,11/26/2020,227,327
1653,11/26/2020,952,315
1654,11/26/2020,141,185
1655,11/26/2020,455,190
1656,11/27/2020,140,82
1657,11/27/2020,133,166
1658,11/27/2020,116,325
1659,11/27/2020,776,180
1660,11/27/2020,252,160
1661,11/28/2020,477,353
1662,11/28/2020,687,116
1663,11/28/2020,698,240
1664,11/28/2020,728,62
1665,11/28/2020,973,311
1666,11/29/2020,441,397
1667,11/29/2020,126,127
1668,11/29/2020,924,285
1669,11/29/2020,386,114
1670,11/29/2020,745,281
1671,11/30/2020,830,332
1672,11/30/2020,267,90
1673,11/30/2020,709,238
1674,11/30/2020,367,40
1675,11/30/2020,848,111
1676,12/1/2020,920,146
1677,12/1/2020,554,99
1678,12/1/2020,784,331
1679,12/1/2020,500,257
1680,12/1/2020,575,391
1681,12/2/2020,801,201
1682,12/2/2020,733,44
1683,12/2/2020,657,175
1684,12/2/2020,675,24
1685,12/2/2020,229,139
1686,12/3/2020,921,296
1687,12/3/2020,462,37
1688,12/3/2020,804,217
1689,12/3/2020,918,76
1690,12/3/2020,792,112
1691,12/4/2020,391,38
1692,12/4/2020,470,372
1693,12/4/2020,893,212
1694,12/4/2020,128,256
1695,12/4/2020,248,296
1696,12/5/2020,878,246
1697,12/5/2020,395,252
1698,12/5/2020,110,59
1699,12/5/2020,611,342
1700,12/5/2020,775,172
1701,12/6/2020,212,146
1702,12/6/2020,286,256
1703,12/6/2020,906,74
1704,12/6/2020,843,191
1705,12/6/2020,326,128
1706,12/7/2020,409,373
1707,12/7/2020,197,203
1708,12/7/2020,154,387
1709,12/7/2020,722,217
1710,12/7/2020,763,390
1711,12/8/2020,857,392
1712,12/8/2020,505,106
1713,12/8/2020,168,220
1714,12/8/2020,411,356
1715,12/8/2020,388,341
1716,12/9/2020,861,294
1717,12/9/2020,647,230
1718,12/9/2020,850,137
1719,12/9/2020,247,210
1720,12/9/2020,566,61
1721,12/10/2020,838,61
1722,12/10/2020,343,334
1723,12/10/2020,590,295
1724,12/10/2020,948,348
1725,12/10/2020,606,36
1726,12/11/2020,464,302
1727,12/11/2020,581,277
1728,12/11/2020,300,82
1729,12/11/2020,253,81
1730,12/11/2020,549,119
1731,12/12/2020,600,38
1732,12/12/2020,172,36
1733,12/12/2020,812,344
1734,12/12/2020,395,392
1735,12/12/2020,116,265
1736,12/13/2020,740,270
1737,12/13/2020,316,100
1738,12/13/2020,160,58
1739,12/13/2020,715,55
1740,12/13/2020,141,216
1741,12/14/2020,124,177
1742,12/14/2020,138,223
1743,12/14/2020,902,215
1744,12/14/2020,230,235
1745,12/14/2020,597,304
1746,12/15/2020,328,215
1747,12/15/2020,207,326
1748,12/15/2020,271,171
1749,12/15/2020,534,33
1750,12/15/2020,577,344
1751,12/16/2020,201,165
1752,12/16/2020,965,76
1753,12/16/2020,623,230
1754,12/16/2020,374,287
1755,12/16/2020,712,229
1756,12/17/2020,143,36
1757,12/17/2020,916,305
1758,12/17/2020,116,363
1759,12/17/2020,429,222
1760,12/17/2020,668,118
1761,12/18/2020,922,298
1762,12/18/2020,596,228
1763,12/18/2020,914,148
1764,12/18/2020,111,354
1765,12/18/2020,417,307
1766,12/19/2020,691,271
1767,12/19/2020,315,284
1768,12/19/2020,438,290
1769,12/19/2020,875,207
1770,12/19/2020,760,233
1771,12/20/2020,180,302
1772,12/20/2020,826,230
1773,12/20/2020,584,384
1774,12/20/2020,473,95
1775,12/20/2020,809,167
1776,12/21/2020,299,340
1777,12/21/2020,636,232
1778,12/21/2020,565,128
1779,12/21/2020,188,148
1780,12/21/2020,367,29
1781,12/22/2020,754,66
1782,12/22/2020,670,398
1783,12/22/2020,588,334
1784,12/22/2020,976,115
1785,12/22/2020,637,122
1786,12/23/2020,146,399
1787,12/23/2020,387,361
1788,12/23/2020,877,165
1789,12/23/2020,115,387
1790,12/23/2020,810,46
1791,12/24/2020,500,239
1792,12/24/2020,893,37
1793,12/24/2020,185,186
1794,12/24/2020,349,101
1795,12/24/2020,490,91
1796,12/25/2020,881,329
1797,12/25/2020,434,273
1798,12/25/2020,728,181
1799,12/25/2020,618,346
1800,12/25/2020,236,57
1801,12/26/2020,982,220
1802,12/26/2020,787,219
1803,12/26/2020,939,274
1804,12/26/2020,597,198
1805,12/26/2020,926,54
1806,12/27/2020,826,101
1807,12/27/2020,576,239
1808,12/27/2020,693,177
1809,12/27/2020,322,23
1810,12/27/2020,471,186
1811,12/28/2020,501,223
1812,12/28/2020,542,213
1813,12/28/2020,589,254
1814,12/28/2020,714,225
1815,12/28/2020,372,169
1816,12/29/2020,625,178
1817,12/29/2020,258,298
1818,12/29/2020,251,323
1819,12/29/2020,719,185
1820,12/29/2020,287,330
1821,12/30/2020,912,87
1822,12/30/2020,197,107
1823,12/30/2020,230,236
1824,12/30/2020,904,20
1825,12/30/2020,270,154
1826,12/31/2020,282,204
1827,12/31/2020,463,370
1828,12/31/2020,138,159
1829,12/31/2020,626,125
1830,12/31/2020,987,152
1831,1/1/2021,596,127
1832,1/1/2021,615,197
1833,1/1/2021,448,317
1834,1/1/2021,496,377
1835,1/1/2021,821,399
1836,1/2/2021,260,378
1837,1/2/2021,115,165
1838,1/2/2021,592,93
1839,1/2/2021,525,127
1840,1/2/2021,207,141
1841,1/3/2021,993,36
1842,1/3/2021,549,215
1843,1/3/2021,410,346
1844,1/3/2021,838,337
1845,1/3/2021,269,316
1846,1/4/2021,645,271
1847,1/4/2021,513,138
1848,1/4/2021,350,181
1849,1/4/2021,858,217
1850,1/4/2021,880,64
1851,1/5/2021,240,333
1852,1/5/2021,373,198
1853,1/5/2021,515,63
1854,1/5/2021,707,290
1855,1/5/2021,838,97
1856,1/6/2021,990,345
1857,1/6/2021,138,197
1858,1/6/2021,913,376
1859,1/6/2021,128,22
1860,1/6/2021,576,233
1861,1/7/2021,417,361
1862,1/7/2021,344,93
1863,1/7/2021,847,70
1864,1/7/2021,796,86
1865,1/7/2021,371,351
1866,1/8/2021,539,112
1867,1/8/2021,847,195
1868,1/8/2021,338,164
1869,1/8/2021,476,26
1870,1/8/2021,365,288
1871,1/9/2021,458,395
1872,1/9/2021,439,341
1873,1/9/2021,488,23
1874,1/9/2021,676,157
1875,1/9/2021,788,250
1876,1/10/2021,102,107
1877,1/10/2021,528,36
1878,1/10/2021,241,71
1879,1/10/2021,475,153
1880,1/10/2021,769,230
1881,1/11/2021,423,344
1882,1/11/2021,245,238
1883,1/11/2021,392,224
1884,1/11/2021,764,230
1885,1/11/2021,531,296
1886,1/12/2021,804,43
1887,1/12/2021,684,23
1888,1/12/2021,498,171
1889,1/12/2021,916,278
1890,1/12/2021,988,343
1891,1/13/2021,443,376
1892,1/13/2021,239,187
1893,1/13/2021,286,195
1894,1/13/2021,904,329
1895,1/13/2021,160,310
1896,1/14/2021,479,75
1897,1/14/2021,809,127
1898,1/14/2021,906,315
1899,1/14/2021,539,343
1900,1/14/2021,418,321
1901,1/15/2021,401,353
1902,1/15/2021,443,160
1903,1/15/2021,110,174
1904,1/15/2021,161,281
1905,1/15/2021,944,292
1906,1/16/2021,325,251
1907,1/16/2021,252,260
1908,1/16/2021,810,374
1909,1/16/2021,663,356
1910,1/16/2021,871,277
1911,1/17/2021,670,268
1912,1/17/2021,683,96
1913,1/17/2021,759,199
1914,1/17/2021,960,85
1915,1/17/2021,674,327
1916,1/18/2021,409,367
1917,1/18/2021,984,190
1918,1/18/2021,342,41
1919,1/18/2021,592,386
1920,1/18/2021,465,126
1921,1/19/2021,429,342
1922,1/19/2021,206,246
1923,1/19/2021,325,235
1924,1/19/2021,924,88
1925,1/19/2021,317,103
1926,1/20/2021,852,122
1927,1/20/2021,605,58
1928,1/20/2021,358,32
1929,1/20/2021,987,316
1930,1/20/2021,873,332
1931,1/21/2021,616,200
1932,1/21/2021,872,287
1933,1/21/2021,153,32
1934,1/21/2021,146,139
1935,1/21/2021,826,372
1936,1/22/2021,788,76
1937,1/22/2021,620,59
1938,1/22/2021,198,393
1939,1/22/2021,119,355
1940,1/22/2021,989,147
1941,1/23/2021,852,192
1942,1/23/2021,672,54
1943,1/23/2021,990,278
1944,1/23/2021,589,395
1945,1/23/2021,518,24
1946,1/24/2021,789,237
1947,1/24/2021,949,30
1948,1/24/2021,161,346
1949,1/24/2021,244,136
1950,1/24/2021,315,203
1951,1/25/2021,102,381
1952,1/25/2021,259,135
1953,1/25/2021,838,181
1954,1/25/2021,880,86
1955,1/25/2021,219,219
1956,1/26/2021,992,50
1957,1/26/2021,188,94
1958,1/26/2021,428,256
1959,1/26/2021,679,346
1960,1/26/2021,456,85
1961,1/27/2021,709,89
1962,1/27/2021,366,316
1963,1/27/2021,716,39
1964,1/27/2021,422,245
1965,1/27/2021,734,218
1966,1/28/2021,640,58
1967,1/28/2021,748,164
1968,1/28/2021,294,64
1969,1/28/2021,837,345
1970,1/28/2021,431,110
1971,1/29/2021,269,257
1972,1/29/2021,620,89
1973,1/29/2021,562,185
1974,1/29/2021,139,149
1975,1/29/2021,636,233
1976,1/30/2021,360,359
1977,1/30/2021,494,108
1978,1/30/2021,325,354
1979,1/30/2021,223,271
1980,1/30/2021,137,388
1981,1/31/2021,427,368
1982,1/31/2021,350,91
1983,1/31/2021,275,184
1984,1/31/2021,701,68
1985,1/31/2021,553,71
1986,2/1/2021,136,308
1987,2/1/2021,415,297
1988,2/1/2021,787,133
1989,2/1/2021,895,258
1990,2/1/2021,692,152
1991,2/2/2021,213,293
1992,2/2/2021,139,185
1993,2/2/2021,400,393
1994,2/2/2021,323,392
1995,2/2/2021,417,312
1996,2/3/2021,448,262
1997,2/3/2021,214,339
1998,2/3/2021,797,157
1999,2/3/2021,422,98
2000,2/3/2021,667,189
2001,2/4/2021,139,142
2002,2/4/2021,965,195
2003,2/4/2021,139,319
2004,2/4/2021,958,101
2005,2/4/2021,848,106
2006,2/5/2021,388,244
2007,2/5/2021,361,35
2008,2/5/2021,315,329
2009,2/5/2021,246,377
2010,2/5/2021,435,182
2011,2/6/2021,267,117
2012,2/6/2021,191,175
2013,2/6/2021,452,21
2014,2/6/2021,670,369
2015,2/6/2021,670,188
2016,2/7/2021,915,334
2017,2/7/2021,780,344
2018,2/7/2021,880,394
2019,2/7/2021,462,111
2020,2/7/2021,656,200
2021,2/8/2021,444,250
2022,2/8/2021,792,320
2023,2/8/2021,269,167
2024,2/8/2021,455,299
2025,2/8/2021,290,208
2026,2/9/2021,766,366
2027,2/9/2021,521,369
2028,2/9/2021,799,333
2029,2/9/2021,106,147
2030,2/9/2021,232,26
2031,2/10/2021,846,66
2032,2/10/2021,656,72
2033,2/10/2021,925,206
2034,2/10/2021,860,57
2035,2/10/2021,130,245
2036,2/11/2021,634,72
2037,2/11/2021,525,243
2038,2/11/2021,493,173
2039,2/11/2021,771,67
2040,2/11/2021,462,370
2041,2/12/2021,536,166
2042,2/12/2021,769,83
2043,2/12/2021,650,368
2044,2/12/2021,181,201
2045,2/12/2021,455,144
2046,2/13/2021,357,198
2047,2/13/2021,817,58
2048,2/13/2021,688,279
2049,2/13/2021,623,22
2050,2/13/2021,394,83
2051,2/14/2021,323,48
2052,2/14/2021,624,391
2053,2/14/2021,145,30
2054,2/14/2021,766,116
2055,2/14/2021,212,377
2056,2/15/2021,332,222
2057,2/15/2021,116,40
2058,2/15/2021,459,58
2059,2/15/2021,322,242
2060,2/15/2021,965,121
2061,2/16/2021,799,65
2062,2/16/2021,547,85
2063,2/16/2021,955,110
2064,2/16/2021,464,183
2065,2/16/2021,774,130
2066,2/17/2021,425,357
